687, 284
711, 728
386, 830
877, 777
291, 778
738, 800
117, 257
275, 265
981, 833
208, 847
455, 941
947, 169
676, 417
91, 25
376, 257
284, 125
790, 749
399, 937
972, 332
139, 498
756, 49
256, 248
349, 892
424, 616
880, 260
503, 282
105, 488
250, 775
498, 377
699, 710
591, 528
592, 428
56, 581
324, 156
210, 834
675, 200
943, 26
677, 953
783, 864
16, 592
635, 435
176, 377
204, 215
724, 285
502, 774
378, 917
141, 948
594, 5
362, 712
716, 252
364, 446
769, 938
826, 292
611, 389
180, 266
13, 425
895, 954
13, 128
114, 460
543, 997
951, 182
991, 745
7, 925
780, 773
815, 56
434, 62
294, 333
798, 904
151, 535
884, 379
658, 354
197, 15
629, 740
768, 92
60, 892
553, 249
226, 169
261, 142
518, 391
657, 903
910, 179
559, 405
748, 885
798, 522
5, 788
120, 335
254, 581
485, 597
360, 385
630, 863
146, 349
120, 300
603, 701
594, 885
464, 398
83, 980
684, 920
507, 409
256, 13
75, 62
249, 395
171, 342
672, 642
202, 534
855, 466
409, 984
988, 416
317, 260
947, 613
353, 394
180, 520
149, 619
489, 905
916, 527
912, 846
865, 117
14, 653
409, 24
591, 562
600, 405
794, 770
940, 370
902, 218
181, 624
78, 1
115, 284
267, 750
337, 438
868, 175
390, 803
288, 594
236, 921
521, 345
572, 375
349, 951
770, 373
138, 974
797, 932
244, 903
769, 656
433, 220
426, 764
543, 220
340, 138
445, 204
507, 826
656, 531
470, 1
992, 311
98, 782
837, 832
632, 660
931, 540
481, 573
114, 397
114, 379
242, 4
632, 773
240, 329
570, 525
403, 164
300, 686
544, 179
415, 312
640, 545
424, 960
807, 140
247, 932
613, 402
451, 181
513, 89
4, 981
366, 6
667, 438
97, 485
824, 895
971, 629
42, 255
41, 606
252, 517
850, 593
278, 937
478, 528
565, 67
752, 298
321, 613
204, 910
187, 194
341, 348
410, 355
782, 42
562, 219
825, 920
247, 50
658, 107
303, 599
352, 715
996, 759
959, 695
421, 522
849, 495
294, 697
253, 2
804, 51
501, 208
839, 176
82, 826
726, 370
957, 350
597, 62
423, 865
210, 690
385, 83
219, 256
707, 477
890, 323
4, 814
525, 526
